user_id,country,sex,height,weight,age,years_cl,date_first,date_last,grades_count,grades_first,grades_last,grades_max,grades_mean,year_first,year_last,bmi,grade_fra
944,CHE,0,167,78,46.0,29,1991-05-31 22:00:00,2017-05-15 22:00:00,101,51,51,62,54,1991,2017,27.97,7b/+
17445,other,0,180,73,48.0,24,1995-09-04 22:00:00,2014-06-25 22:00:00,187,55,57,66,54,1995,2014,22.53,7b/+
59562,BEL,0,173,63,55.0,29,1998-04-30 22:00:00,2003-08-01 22:00:00,18,49,59,62,54,1998,2003,21.05,7b/+
811,DEU,0,173,63,44.0,27,1999-11-05 23:00:00,2003-08-22 22:00:00,49,59,55,62,54,1999,2003,21.05,7b/+
2508,CHE,0,172,58,43.0,26,1999-02-06 23:00:00,2011-10-22 22:00:00,264,62,57,64,54,1999,2011,19.61,7b/+
22449,AUS,0,180,68,43.0,22,1999-04-22 22:00:00,2010-01-24 23:00:00,54,55,51,66,54,1999,2010,20.99,7b/+
164,POL,0,173,73,45.0,26,2000-04-16 22:00:00,2016-09-19 22:00:00,1155,49,56,66,54,2000,2016,24.39,7b/+
403,POL,0,182,78,44.0,27,2000-06-02 22:00:00,2015-09-23 22:00:00,258,59,55,66,54,2000,2015,23.55,7b/+
137,NOR,0,184,78,42.0,17,2000-05-11 22:00:00,2002-12-21 23:00:00,24,53,53,59,54,2000,2002,23.04,7b/+
394,SWE,0,178,63,35.0,19,2000-07-30 22:00:00,2012-05-12 22:00:00,123,59,49,66,54,2000,2012,19.88,7b/+
462,FRA,0,176,68,49.0,22,2000-02-01 23:00:00,2001-10-26 22:00:00,19,49,55,57,54,2000,2001,21.95,7b/+
405,SWE,0,182,73,35.0,17,2000-07-31 22:00:00,2010-05-21 22:00:00,44,62,58,62,54,2000,2010,22.04,7b/+
69,USA,0,183,73,47.0,23,2000-09-30 22:00:00,2002-07-21 22:00:00,36,55,51,62,54,2000,2002,21.8,7b/+
1806,DEU,0,175,68,34.0,19,2001-06-10 22:00:00,2017-08-25 22:00:00,295,49,49,66,54,2001,2017,22.2,7b/+
39475,ESP,0,168,68,44.0,26,2001-08-07 22:00:00,2014-08-16 22:00:00,3,61,51,61,54,2001,2014,24.09,7b/+
2297,ESP,1,163,48,39.0,18,2001-08-10 22:00:00,2002-04-09 22:00:00,3,53,53,55,54,2001,2002,18.07,7b/+
980,DEU,0,170,68,44.0,24,2001-06-30 22:00:00,2006-08-19 22:00:00,36,55,55,62,54,2001,2006,23.53,7b/+
1016,ZAF,0,171,68,33.0,18,2001-06-23 22:00:00,2011-12-02 23:00:00,70,53,64,66,54,2001,2011,23.26,7b/+
660,SWE,0,178,68,46.0,17,2001-01-05 23:00:00,2003-12-21 23:00:00,36,57,51,62,54,2001,2003,21.46,7b/+
659,other,0,182,73,44.0,20,2001-04-04 22:00:00,2017-07-02 22:00:00,207,55,53,64,54,2001,2017,22.04,7b/+
1320,ITA,0,160,58,49.0,22,2001-11-14 23:00:00,2001-10-14 22:00:00,6,59,53,59,54,2001,2001,22.66,7b/+
441,ITA,0,170,68,44.0,25,2001-01-15 23:00:00,2017-04-13 22:00:00,301,70,64,72,54,2001,2017,23.53,7b/+
1498,POL,0,185,68,36.0,18,2001-05-03 22:00:00,2008-07-27 22:00:00,76,53,62,66,54,2001,2008,19.87,7b/+
1503,CHE,0,187,83,36.0,22,2001-09-08 22:00:00,2007-10-04 22:00:00,33,62,53,62,54,2001,2007,23.74,7b/+
747,NOR,0,184,78,44.0,24,2001-03-16 23:00:00,2017-08-10 22:00:00,228,55,44,66,54,2001,2017,23.04,7b/+
3032,other,0,175,68,40.0,20,2002-08-17 22:00:00,2006-11-24 23:00:00,25,62,49,62,54,2002,2006,22.2,7b/+
4211,USA,0,180,78,44.0,19,2002-09-27 22:00:00,2011-03-16 23:00:00,251,62,53,64,54,2002,2011,24.07,7b/+
5842,BRA,0,187,73,34.0,17,2001-12-31 23:00:00,2008-10-31 23:00:00,33,53,51,64,54,2002,2008,20.88,7b/+
3741,POL,0,180,68,37.0,17,2002-11-17 23:00:00,2004-12-25 23:00:00,32,59,49,66,54,2002,2004,20.99,7b/+
3653,AUS,0,175,68,40.0,23,2002-12-28 23:00:00,2017-05-01 22:00:00,648,53,64,64,54,2002,2017,22.2,7b/+
3583,BEL,0,175,63,42.0,27,2002-08-18 22:00:00,2011-11-09 23:00:00,191,49,53,64,54,2002,2011,20.57,7b/+
1736,HRV,0,175,68,41.0,17,2002-01-26 23:00:00,2012-11-16 23:00:00,199,49,51,65,54,2002,2012,22.2,7b/+
1821,DNK,0,180,68,42.0,25,2002-02-10 23:00:00,2010-10-24 22:00:00,76,59,62,66,54,2002,2010,20.99,7b/+
1866,SWE,0,167,63,36.0,21,2002-02-11 23:00:00,2005-03-07 23:00:00,27,62,55,64,54,2002,2005,22.59,7b/+
2536,SWE,0,176,63,32.0,18,2002-08-03 22:00:00,2013-07-31 22:00:00,194,46,59,64,54,2002,2013,20.34,7b/+
10220,NLD,0,178,68,45.0,27,2003-07-31 22:00:00,2010-05-14 22:00:00,66,57,46,62,54,2003,2010,21.46,7b/+
5351,ESP,0,175,63,36.0,19,2003-04-30 22:00:00,2004-05-24 22:00:00,13,62,59,62,54,2003,2004,20.57,7b/+
9836,POL,0,173,68,33.0,17,2003-10-02 22:00:00,2013-05-24 22:00:00,168,51,58,68,54,2003,2013,22.72,7b/+
6345,MEX,0,171,63,36.0,19,2003-08-10 22:00:00,2011-03-16 23:00:00,119,64,58,66,54,2003,2011,21.55,7b/+
6277,CHE,0,178,73,41.0,24,2003-11-01 23:00:00,2009-10-14 22:00:00,48,53,55,62,54,2003,2009,23.04,7b/+
9299,ESP,0,172,63,34.0,15,2003-02-05 23:00:00,2005-07-18 22:00:00,4,51,53,57,54,2003,2005,21.3,7b/+
9284,NLD,0,176,68,34.0,20,2003-07-07 22:00:00,2017-08-26 22:00:00,917,55,64,70,54,2003,2017,21.95,7b/+
16707,DNK,0,182,78,41.0,17,2003-09-04 22:00:00,2014-07-22 22:00:00,169,49,59,64,54,2003,2014,23.55,7b/+
5717,AUS,0,190,73,28.0,21,2003-11-30 23:00:00,2004-12-31 23:00:00,24,53,53,66,54,2003,2005,20.22,7b/+
2025,AUS,1,159,53,39.0,20,2003-06-27 22:00:00,2003-12-12 23:00:00,4,53,57,57,54,2003,2003,20.96,7b/+
2663,USA,0,177,68,38.0,20,2003-05-24 22:00:00,2016-04-23 22:00:00,148,53,55,66,54,2003,2016,21.71,7b/+
4007,SWE,0,180,78,36.0,18,2003-06-03 22:00:00,2008-06-01 22:00:00,11,49,55,59,54,2003,2008,24.07,7b/+
4080,FRA,1,170,53,31.0,25,2003-04-20 22:00:00,2003-12-26 23:00:00,11,55,55,55,54,2003,2003,18.34,7b/+
3921,NOR,0,184,83,41.0,20,2003-04-12 22:00:00,2013-05-18 22:00:00,114,53,58,62,54,2003,2013,24.52,7b/+
4627,ESP,0,172,93,39.0,18,2003-08-15 22:00:00,2013-05-04 22:00:00,388,49,64,66,54,2003,2013,31.44,7b/+
4464,NOR,0,179,73,45.0,23,2003-07-13 22:00:00,2017-07-21 22:00:00,277,59,61,66,54,2003,2017,22.78,7b/+
7757,CAN,0,169,68,40.0,19,2004-10-24 22:00:00,2016-04-02 22:00:00,161,55,55,64,54,2004,2016,23.81,7b/+
1311,DEU,0,177,78,39.0,21,2004-12-28 23:00:00,2016-04-15 22:00:00,118,49,49,62,54,2004,2016,24.9,7b/+
10090,FRA,0,179,63,31.0,21,2004-09-24 22:00:00,2016-09-21 22:00:00,156,49,62,63,54,2004,2016,19.66,7b/+
4,SWE,1,165,58,33.0,16,2004-06-30 22:00:00,2009-05-26 22:00:00,119,53,49,64,54,2004,2009,21.3,7b/+
9193,SWE,0,179,68,34.0,17,2004-11-29 23:00:00,2016-01-08 23:00:00,122,52,55,62,54,2004,2016,21.22,7b/+
11096,ESP,0,180,73,45.0,20,2004-11-12 23:00:00,2017-08-14 22:00:00,249,62,53,64,54,2004,2017,22.53,7b/+
5729,CAN,0,180,78,39.0,18,2004-03-12 23:00:00,2006-01-07 23:00:00,10,51,53,62,54,2004,2006,24.07,7b/+
5611,ESP,0,165,63,37.0,18,2004-05-08 22:00:00,2007-07-25 22:00:00,144,59,64,64,54,2004,2007,23.14,7b/+
6611,AUS,0,186,68,39.0,20,2004-06-30 22:00:00,2005-08-06 22:00:00,30,55,53,57,54,2004,2005,19.66,7b/+
4732,ITA,0,174,68,36.0,16,2004-03-30 22:00:00,2016-11-20 23:00:00,170,49,53,70,54,2004,2016,22.46,7b/+
9726,FRA,0,175,63,32.0,21,2005-08-10 22:00:00,2017-08-03 22:00:00,136,51,55,68,54,2005,2017,20.57,7b/+
20363,other,0,175,68,42.0,23,2005-02-14 23:00:00,2012-11-23 23:00:00,54,62,49,62,54,2005,2012,22.2,7b/+
12133,FRA,0,181,68,27.0,15,2005-10-30 23:00:00,2017-05-25 22:00:00,201,50,49,64,54,2005,2017,20.76,7b/+
11540,FRA,1,165,43,26.0,18,2005-08-31 22:00:00,2007-02-20 23:00:00,30,51,59,64,54,2005,2007,15.79,7b/+
11612,ITA,0,180,58,25.0,13,2005-12-14 23:00:00,2011-12-19 23:00:00,112,54,49,66,54,2005,2011,17.9,7b/+
12280,ESP,0,185,68,26.0,17,2005-08-31 22:00:00,2008-09-28 22:00:00,52,53,57,62,54,2005,2008,19.87,7b/+
14804,BRA,0,180,68,31.0,21,2005-09-16 22:00:00,2013-05-25 22:00:00,102,64,62,70,54,2005,2013,20.99,7b/+
11452,USA,0,186,78,41.0,20,2005-07-03 22:00:00,2012-09-15 22:00:00,67,57,53,59,54,2005,2012,22.55,7b/+
10626,AUT,0,185,78,32.0,15,2005-10-14 22:00:00,2014-09-05 22:00:00,40,49,55,64,54,2005,2014,22.79,7b/+
10661,USA,0,178,63,40.0,20,2005-06-30 22:00:00,2009-09-19 22:00:00,51,53,64,64,54,2005,2009,19.88,7b/+
10698,other,0,174,68,31.0,18,2005-02-24 23:00:00,2015-02-07 23:00:00,153,65,63,68,54,2005,2015,22.46,7b/+
11052,BRA,0,185,73,38.0,22,2005-08-10 22:00:00,2009-05-25 22:00:00,46,53,55,62,54,2005,2009,21.33,7b/+
8448,ESP,0,186,63,46.0,17,2005-01-21 23:00:00,2012-07-05 22:00:00,582,53,55,64,54,2005,2012,18.21,7b/+
5833,DEU,0,186,73,33.0,18,2005-07-31 22:00:00,2016-06-11 22:00:00,156,55,55,66,54,2005,2016,21.1,7b/+
8560,CAN,0,191,88,39.0,18,2005-02-19 23:00:00,2017-08-21 22:00:00,507,57,57,64,54,2005,2017,24.12,7b/+
7626,ESP,0,175,68,37.0,22,2005-05-16 22:00:00,2006-04-08 22:00:00,71,57,55,64,54,2005,2006,22.2,7b/+
7081,RUS,0,176,63,27.0,16,2005-05-31 22:00:00,2008-01-08 23:00:00,17,49,57,62,54,2005,2008,20.34,7b/+
8058,ESP,0,167,53,29.0,21,2005-01-31 23:00:00,2013-08-26 22:00:00,15,51,64,64,54,2005,2013,19.0,7b/+
9121,POL,0,178,63,39.0,23,2005-02-09 23:00:00,2017-05-05 22:00:00,128,51,53,64,54,2005,2017,19.88,7b/+
9585,FRA,0,172,63,41.0,17,2005-08-05 22:00:00,2011-08-26 22:00:00,272,49,59,64,54,2005,2011,21.3,7b/+
9623,FRA,0,180,78,28.0,13,2005-02-26 23:00:00,2010-08-08 22:00:00,66,51,57,62,54,2005,2010,24.07,7b/+
9036,NLD,0,171,53,36.0,17,2005-05-21 22:00:00,2009-04-20 22:00:00,47,57,51,62,54,2005,2009,18.13,7b/+
9459,NOR,0,183,73,32.0,15,2005-01-21 23:00:00,2017-08-16 22:00:00,209,51,62,64,54,2005,2017,21.8,7b/+
4262,SWE,0,178,78,35.0,14,2005-04-07 22:00:00,2005-12-31 23:00:00,28,49,59,62,54,2005,2006,24.62,7b/+
14597,USA,0,169,63,50.0,24,2006-03-18 23:00:00,2012-11-22 23:00:00,75,55,57,62,54,2006,2012,22.06,7b/+
14021,BEL,0,168,63,26.0,19,2006-09-16 22:00:00,2010-04-17 22:00:00,67,53,58,65,54,2006,2010,22.32,7b/+
14241,AUS,0,168,63,40.0,16,2006-09-26 22:00:00,2011-06-18 22:00:00,101,53,54,59,54,2006,2011,22.32,7b/+
14261,other,0,180,63,37.0,22,2006-10-14 22:00:00,2006-10-15 22:00:00,4,64,57,64,54,2006,2006,19.44,7b/+
14214,ITA,0,183,73,30.0,14,2006-10-13 22:00:00,2017-09-10 22:00:00,483,46,53,66,54,2006,2017,21.8,7b/+
20672,FRA,1,159,48,40.0,20,2006-04-01 22:00:00,2017-07-13 22:00:00,228,57,53,62,54,2006,2017,18.99,7b/+
6850,MEX,0,169,63,40.0,24,2006-06-27 22:00:00,2017-02-10 23:00:00,64,59,66,66,54,2006,2017,22.06,7b/+
13850,ITA,0,188,73,34.0,14,2006-07-31 22:00:00,2007-09-02 22:00:00,12,59,57,59,54,2006,2007,20.65,7b/+
13667,CHE,0,183,73,38.0,23,2006-08-20 22:00:00,2013-06-17 22:00:00,83,64,57,64,54,2006,2013,21.8,7b/+
16709,AUT,0,170,58,28.0,18,2006-08-15 22:00:00,2008-09-27 22:00:00,28,55,57,62,54,2006,2008,20.07,7b/+
17188,USA,0,175,63,33.0,13,2006-07-05 22:00:00,2012-03-09 23:00:00,40,55,53,62,54,2006,2012,20.57,7b/+
15824,FRA,0,188,73,27.0,13,2006-07-03 22:00:00,2006-08-28 22:00:00,6,57,59,59,54,2006,2006,20.65,7b/+
15171,FRA,0,173,68,31.0,17,2006-09-28 22:00:00,2017-08-15 22:00:00,432,55,49,66,54,2006,2017,22.72,7b/+
11785,FRA,0,171,58,50.0,27,2006-02-13 23:00:00,2017-04-24 22:00:00,412,62,49,64,54,2006,2017,19.84,7b/+
11534,ESP,0,180,68,35.0,17,2006-07-03 22:00:00,2017-08-14 22:00:00,514,51,62,64,54,2006,2017,20.99,7b/+
11581,USA,0,183,73,40.0,21,2005-12-31 23:00:00,2017-04-07 22:00:00,194,53,51,64,54,2006,2017,21.8,7b/+
12443,FRA,0,184,68,32.0,14,2006-08-31 22:00:00,2017-08-19 22:00:00,253,49,51,64,54,2006,2017,20.09,7b/+
12080,NOR,0,175,63,31.0,17,2006-04-03 22:00:00,2016-10-04 22:00:00,261,53,55,68,54,2006,2016,20.57,7b/+
12207,ESP,0,173,63,38.0,21,2006-04-01 22:00:00,2017-06-30 22:00:00,297,53,59,66,54,2006,2017,21.05,7b/+
12502,SWE,0,181,63,32.0,15,2006-08-01 22:00:00,2012-10-28 23:00:00,115,57,62,68,54,2006,2012,19.23,7b/+
9666,ESP,0,171,63,39.0,15,2006-06-16 22:00:00,2009-04-03 22:00:00,34,49,57,64,54,2006,2009,21.55,7b/+
11212,FRA,0,180,68,28.0,17,2006-05-07 22:00:00,2015-08-21 22:00:00,82,55,51,66,54,2006,2015,20.99,7b/+
12652,ESP,0,174,73,40.0,17,2006-08-14 22:00:00,2017-07-28 22:00:00,197,59,49,64,54,2006,2017,24.11,7b/+
12928,ITA,0,167,53,23.0,16,2006-06-17 22:00:00,2013-07-14 22:00:00,125,40,59,69,54,2006,2013,19.0,7b/+
13082,SWE,0,172,73,37.0,17,2006-05-19 22:00:00,2008-09-24 22:00:00,14,53,59,62,54,2006,2008,24.68,7b/+
13132,SVN,0,188,73,34.0,19,2006-04-13 22:00:00,2017-04-28 22:00:00,199,59,55,68,54,2006,2017,20.65,7b/+
40722,DEU,0,176,63,32.0,19,2007-05-14 22:00:00,2017-09-07 22:00:00,196,55,55,66,54,2007,2017,20.34,7b/+
18278,other,0,179,73,38.0,19,2007-07-23 22:00:00,2008-07-18 22:00:00,24,55,49,59,54,2007,2008,22.78,7b/+
25353,NLD,0,170,73,35.0,11,2007-09-30 22:00:00,2011-05-31 22:00:00,7,53,53,57,54,2007,2011,25.26,7b/+
8444,USA,0,152,53,41.0,22,2007-10-22 22:00:00,2016-08-26 22:00:00,350,57,52,70,54,2007,2016,22.94,7b/+
17658,DEU,1,160,48,29.0,16,2007-07-09 22:00:00,2017-08-27 22:00:00,130,57,59,66,54,2007,2017,18.75,7b/+
21022,USA,0,175,68,25.0,19,2007-08-20 22:00:00,2011-03-11 23:00:00,4,51,59,59,54,2007,2011,22.2,7b/+
19359,USA,0,174,68,26.0,12,2007-07-26 22:00:00,2010-05-04 22:00:00,14,59,57,59,54,2007,2010,22.46,7b/+
19409,ESP,0,164,58,34.0,11,2007-12-28 23:00:00,2017-06-30 22:00:00,169,51,57,64,54,2007,2017,21.56,7b/+
19476,BEL,0,162,58,33.0,22,2007-12-30 23:00:00,2009-08-21 22:00:00,40,58,52,62,54,2007,2009,22.1,7b/+
23107,CAN,0,180,73,45.0,26,2007-11-03 23:00:00,2008-10-27 23:00:00,11,57,53,57,54,2007,2008,22.53,7b/+
41517,POL,0,181,63,25.0,16,2007-06-29 22:00:00,2017-09-01 22:00:00,204,59,55,66,54,2007,2017,19.23,7b/+
18681,BRA,0,185,73,35.0,12,2007-10-25 22:00:00,2012-04-27 22:00:00,69,56,57,64,54,2007,2012,21.33,7b/+
18702,USA,0,184,63,39.0,21,2007-05-26 22:00:00,2007-06-30 22:00:00,36,62,53,62,54,2007,2007,18.61,7b/+
18553,USA,0,182,78,33.0,11,2007-06-16 22:00:00,2012-06-16 22:00:00,85,55,55,66,54,2007,2012,23.55,7b/+
18372,other,1,165,48,34.0,22,2007-09-29 22:00:00,2007-06-22 22:00:00,11,66,46,66,54,2007,2007,17.63,7b/+
18389,AUT,0,173,68,33.0,11,2007-09-14 22:00:00,2017-08-13 22:00:00,227,46,57,68,54,2007,2017,22.72,7b/+
18518,ESP,0,170,63,26.0,10,2007-11-10 23:00:00,2017-08-26 22:00:00,162,33,51,66,54,2007,2017,21.8,7b/+
19138,other,0,181,78,33.0,13,2007-12-01 23:00:00,2017-08-22 22:00:00,438,55,55,64,54,2007,2017,23.81,7b/+
18774,USA,0,170,63,29.0,12,2007-07-22 22:00:00,2014-03-18 23:00:00,184,33,66,66,54,2007,2014,21.8,7b/+
18825,ESP,0,172,78,35.0,13,2007-09-02 22:00:00,2015-04-01 22:00:00,34,57,46,62,54,2007,2015,26.37,7b/+
18861,FRA,0,167,53,33.0,16,2007-09-06 22:00:00,2012-06-14 22:00:00,27,61,54,61,54,2007,2012,19.0,7b/+
15731,GBR,0,169,73,28.0,17,2007-03-10 23:00:00,2016-07-24 22:00:00,56,43,61,66,54,2007,2016,25.56,7b/+
16126,ESP,0,178,73,44.0,23,2007-04-08 22:00:00,2017-02-04 23:00:00,128,48,51,66,54,2007,2017,23.04,7b/+
15950,NOR,0,185,78,35.0,13,2007-04-13 22:00:00,2007-04-13 22:00:00,1,54,54,54,54,2007,2007,22.79,7b/+
14319,ESP,0,183,68,26.0,11,2007-03-10 23:00:00,2012-04-06 22:00:00,386,53,49,64,54,2007,2012,20.31,7b/+
16839,AUT,0,178,73,39.0,14,2007-05-26 22:00:00,2012-09-11 22:00:00,26,55,62,64,54,2007,2012,23.04,7b/+
17117,DEU,0,162,53,24.0,15,2007-06-18 22:00:00,2009-06-21 22:00:00,25,50,64,64,54,2007,2009,20.2,7b/+
11173,ESP,0,165,58,38.0,22,2007-04-15 22:00:00,2014-08-11 22:00:00,3,48,55,59,54,2007,2014,21.3,7b/+
17031,FRA,0,173,63,34.0,17,2007-06-10 22:00:00,2011-07-21 22:00:00,29,49,62,62,54,2007,2011,21.05,7b/+
21774,ESP,0,169,53,33.0,13,2007-06-30 22:00:00,2016-08-25 22:00:00,185,49,62,70,54,2007,2016,18.56,7b/+
16203,BRA,0,175,63,27.0,15,2007-01-06 23:00:00,2017-04-21 22:00:00,131,64,49,72,54,2007,2017,20.57,7b/+
16471,ITA,0,180,68,39.0,17,2007-02-01 23:00:00,2013-04-01 22:00:00,53,59,49,63,54,2007,2013,20.99,7b/+
16194,MEX,0,182,63,43.0,14,2007-05-04 22:00:00,2013-11-25 23:00:00,51,59,59,62,54,2007,2013,19.02,7b/+
22508,CAN,0,170,68,47.0,26,2008-03-28 23:00:00,2010-07-30 22:00:00,81,57,55,59,54,2008,2010,23.53,7b/+
22983,FRA,0,179,58,30.0,13,2008-07-06 22:00:00,2008-12-20 23:00:00,11,57,49,62,54,2008,2008,18.1,7b/+
22910,SWE,0,179,73,40.0,21,2008-08-16 22:00:00,2016-09-19 22:00:00,59,57,53,61,54,2008,2016,22.78,7b/+
22567,USA,1,158,48,36.0,14,2008-05-23 22:00:00,2009-08-15 22:00:00,28,57,49,59,54,2008,2009,19.23,7b/+
24658,other,0,179,73,32.0,13,2008-04-15 22:00:00,2015-10-20 22:00:00,122,57,57,64,54,2008,2015,22.78,7b/+
26636,other,0,178,68,29.0,18,2008-10-31 23:00:00,2017-01-11 23:00:00,228,53,57,66,54,2008,2017,21.46,7b/+
26747,RUS,0,183,78,24.0,14,2008-06-03 22:00:00,2017-09-08 22:00:00,27,49,51,64,54,2008,2017,23.29,7b/+
27778,POL,0,171,63,37.0,13,2008-06-13 22:00:00,2012-02-12 23:00:00,49,56,55,59,54,2008,2012,21.55,7b/+
28287,SWE,0,187,73,28.0,12,2008-12-30 23:00:00,2013-10-31 23:00:00,65,49,57,64,54,2008,2013,20.88,7b/+
25600,CZE,0,180,63,24.0,14,2008-05-04 22:00:00,2014-05-24 22:00:00,92,62,64,64,54,2008,2014,19.44,7b/+
26223,CHE,0,178,73,24.0,15,2008-04-20 22:00:00,2011-10-21 22:00:00,15,52,53,62,54,2008,2011,23.04,7b/+
23409,FRA,0,178,68,27.0,15,2008-01-09 23:00:00,2017-07-24 22:00:00,206,62,57,65,54,2008,2017,21.46,7b/+
23538,FRA,0,188,83,28.0,11,2008-12-28 23:00:00,2012-01-18 23:00:00,183,57,57,62,54,2008,2012,23.48,7b/+
24024,other,0,178,73,28.0,12,2008-10-06 22:00:00,2009-11-02 23:00:00,5,53,57,57,54,2008,2009,23.04,7b/+
24023,RUS,0,186,73,32.0,15,2008-08-10 22:00:00,2013-08-25 22:00:00,46,62,53,63,54,2008,2013,21.1,7b/+
5042,FRA,0,173,68,38.0,15,2008-09-26 22:00:00,2015-12-02 23:00:00,77,62,51,66,54,2008,2015,22.72,7b/+
19919,ITA,0,175,63,40.0,15,2008-02-23 23:00:00,2015-05-16 22:00:00,104,55,55,66,54,2008,2015,20.57,7b/+
19944,MEX,0,171,58,26.0,11,2008-02-10 23:00:00,2008-12-06 23:00:00,8,51,52,59,54,2008,2008,19.84,7b/+
20552,NOR,0,182,68,42.0,23,2008-09-22 22:00:00,2014-06-03 22:00:00,118,53,57,62,54,2008,2014,20.53,7b/+
20647,ESP,0,172,68,49.0,28,2008-05-09 22:00:00,2012-01-03 23:00:00,74,53,53,62,54,2008,2012,22.99,7b/+
15154,BRA,0,185,78,35.0,17,2008-03-14 23:00:00,2010-05-27 22:00:00,12,59,46,59,54,2008,2010,22.79,7b/+
12870,USA,0,170,58,27.0,12,2008-06-21 22:00:00,2013-04-17 22:00:00,15,53,59,62,54,2008,2013,20.07,7b/+
19733,FRA,0,175,68,26.0,12,2008-01-17 23:00:00,2010-07-12 22:00:00,28,59,53,59,54,2008,2010,22.2,7b/+
19443,FRA,0,174,63,26.0,19,2008-07-01 22:00:00,2009-12-18 23:00:00,74,59,46,62,54,2008,2009,20.81,7b/+
18840,SVN,0,184,73,33.0,13,2008-02-07 23:00:00,2009-02-28 23:00:00,10,57,51,62,54,2008,2009,21.56,7b/+
21400,NLD,0,178,68,36.0,20,2008-05-12 22:00:00,2017-01-03 23:00:00,197,62,53,64,54,2008,2017,21.46,7b/+
10303,SWE,0,180,73,30.0,13,2008-07-18 22:00:00,2016-01-08 23:00:00,75,43,53,64,54,2008,2016,22.53,7b/+
21723,AUT,0,174,68,43.0,11,2008-01-28 23:00:00,2017-09-01 22:00:00,130,57,57,64,54,2008,2017,22.46,7b/+
21808,USA,0,183,73,26.0,17,2008-06-03 22:00:00,2017-07-01 22:00:00,77,61,61,62,54,2008,2017,21.8,7b/+
21195,USA,1,170,58,29.0,14,2008-04-21 22:00:00,2012-06-01 22:00:00,123,54,57,64,54,2008,2012,20.07,7b/+
20933,SWE,0,178,73,31.0,11,2008-06-25 22:00:00,2016-12-28 23:00:00,105,49,64,64,54,2008,2016,23.04,7b/+
20735,ITA,0,169,58,44.0,21,2008-03-14 23:00:00,2017-07-23 22:00:00,337,52,49,66,54,2008,2017,20.31,7b/+
20755,HRV,0,176,68,38.0,23,2008-03-04 23:00:00,2012-10-14 22:00:00,99,62,57,66,54,2008,2012,21.95,7b/+
21104,NOR,0,180,78,36.0,11,2008-04-23 22:00:00,2012-01-30 23:00:00,42,55,57,64,54,2008,2012,24.07,7b/+
21113,MEX,0,185,73,31.0,17,2008-04-11 22:00:00,2016-07-31 22:00:00,32,51,51,62,54,2008,2016,21.33,7b/+
28356,POL,0,185,63,29.0,15,2009-08-19 22:00:00,2016-07-03 22:00:00,65,55,62,66,54,2009,2016,18.41,7b/+
28113,other,0,188,73,32.0,12,2009-07-24 22:00:00,2014-04-07 22:00:00,72,62,49,62,54,2009,2014,20.65,7b/+
27347,ESP,0,175,58,21.0,13,2009-07-23 22:00:00,2017-07-29 22:00:00,198,50,38,68,54,2009,2017,18.94,7b/+
27459,ITA,1,160,48,19.0,15,2009-06-27 22:00:00,2014-07-05 22:00:00,64,53,62,64,54,2009,2014,18.75,7b/+
34025,USA,0,183,73,32.0,10,2009-10-06 22:00:00,2017-08-03 22:00:00,400,50,57,62,54,2009,2017,21.8,7b/+
30837,SVN,0,180,68,23.0,18,2009-10-28 23:00:00,2012-01-19 23:00:00,41,53,55,62,54,2009,2012,20.99,7b/+
30868,other,0,178,63,37.0,10,2009-03-04 23:00:00,2017-08-18 22:00:00,235,49,54,64,54,2009,2017,19.88,7b/+
30140,RUS,1,171,58,32.0,10,2009-12-29 23:00:00,2011-05-18 22:00:00,28,53,59,59,54,2009,2011,19.84,7b/+
30190,other,0,179,68,39.0,16,2009-12-30 23:00:00,2017-09-05 22:00:00,332,53,51,66,54,2009,2017,21.22,7b/+
29727,CAN,0,179,73,42.0,14,2009-06-05 22:00:00,2009-09-11 22:00:00,18,59,51,59,54,2009,2009,22.78,7b/+
36796,DEU,0,195,83,29.0,14,2009-09-22 22:00:00,2013-07-18 22:00:00,9,55,48,57,54,2009,2013,21.83,7b/+
30716,AUT,0,179,68,28.0,9,2009-05-30 22:00:00,2009-09-18 22:00:00,2,57,51,57,54,2009,2009,21.22,7b/+
29812,SVN,0,178,73,37.0,10,2009-12-12 23:00:00,2017-07-28 22:00:00,519,49,59,69,54,2009,2017,23.04,7b/+
28736,MEX,0,182,78,35.0,14,2009-05-03 22:00:00,2011-10-31 23:00:00,37,55,49,59,54,2009,2011,23.55,7b/+
44871,BEL,0,176,68,29.0,13,2009-04-09 22:00:00,2017-08-12 22:00:00,311,53,51,63,54,2009,2017,21.95,7b/+
64197,ITA,0,177,68,39.0,25,2009-08-01 22:00:00,2017-08-22 22:00:00,256,51,54,66,54,2009,2017,21.71,7b/+
29015,SVN,0,176,68,36.0,16,2009-09-25 22:00:00,2013-05-18 22:00:00,39,55,59,66,54,2009,2013,21.95,7b/+
25064,DEU,0,185,73,43.0,23,2009-03-13 23:00:00,2015-12-12 23:00:00,58,53,53,62,54,2009,2015,21.33,7b/+
24694,SWE,0,182,73,20.0,8,2008-12-31 23:00:00,2014-05-31 22:00:00,35,51,57,62,54,2009,2014,22.04,7b/+
19591,other,0,182,73,30.0,18,2009-05-02 22:00:00,2014-01-01 23:00:00,5,53,56,64,54,2009,2014,22.04,7b/+
25214,FRA,0,178,68,29.0,12,2009-02-10 23:00:00,2017-09-07 22:00:00,276,49,53,62,54,2009,2017,21.46,7b/+
